protein1 protein2 neighborhood fusion cooccurence coexpression experimental database textmining combined_score
9606.ENSP00000349508 9606.ENSP00000369716 0 0 0 112 943 900 63 994
9606.ENSP00000349508 9606.ENSP00000369424 0 0 0 514 949 900 706 999
9606.ENSP00000349547 9606.ENSP00000361892 0 0 0 51 947 800 567 995
9606.ENSP00000349547 9606.ENSP00000429744 0 0 0 51 910 800 245 985
9606.ENSP00000349588 9606.ENSP00000306866 0 0 0 62 960 0 75 962
9606.ENSP00000349595 9606.ENSP00000353072 0 0 49 0 960 800 57 991
9606.ENSP00000349595 9606.ENSP00000440045 0 0 47 0 960 800 54 991
9606.ENSP00000349679 9606.ENSP00000348965 0 0 0 84 971 720 674 997
9606.ENSP00000349748 9606.ENSP00000343966 0 0 0 142 989 0 83 991
9606.ENSP00000349748 9606.ENSP00000276079 0 0 0 856 964 900 80 999
9606.ENSP00000349748 9606.ENSP00000360532 0 0 0 162 980 0 212 985
9606.ENSP00000349790 9606.ENSP00000361834 0 0 71 813 960 900 103 999
9606.ENSP00000349823 9606.ENSP00000223129 0 0 0 55 993 0 287 994
9606.ENSP00000349823 9606.ENSP00000254719 0 0 0 103 993 900 439 999
9606.ENSP00000349823 9606.ENSP00000313816 0 0 0 110 993 0 186 994
9606.ENSP00000349823 9606.ENSP00000363017 0 0 0 83 999 900 958 999
9606.ENSP00000349824 9606.ENSP00000019317 0 0 0 0 913 0 728 975
9606.ENSP00000349957 9606.ENSP00000377536 0 0 0 76 993 900 578 999
9606.ENSP00000349957 9606.ENSP00000381717 0 0 0 58 995 900 786 999
9606.ENSP00000349957 9606.ENSP00000353549 0 0 0 62 969 900 885 999
9606.ENSP00000349957 9606.ENSP00000378529 0 0 0 63 997 900 701 999
9606.ENSP00000349957 9606.ENSP00000426654 0 0 0 51 998 900 780 999
9606.ENSP00000349957 9606.ENSP00000348838 0 0 0 87 996 900 786 999
9606.ENSP00000349957 9606.ENSP00000434614 0 0 0 62 997 900 871 999
9606.ENSP00000349957 9606.ENSP00000314004 0 0 0 64 998 900 792 999
9606.ENSP00000349957 9606.ENSP00000264552 0 0 0 64 994 900 590 999
9606.ENSP00000349960 9606.ENSP00000300087 0 0 0 0 945 0 156 951
9606.ENSP00000349960 9606.ENSP00000432660 0 0 0 375 985 800 740 999
9606.ENSP00000349960 9606.ENSP00000298159 0 0 0 90 930 800 312 990
9606.ENSP00000349960 9606.ENSP00000360532 0 0 0 0 981 0 79 981
9606.ENSP00000349960 9606.ENSP00000358921 0 0 0 186 945 0 54 954
9606.ENSP00000349960 9606.ENSP00000221114 0 0 0 0 943 0 91 946
9606.ENSP00000349960 9606.ENSP00000408910 0 0 0 49 945 0 168 952
9606.ENSP00000349960 9606.ENSP00000355645 0 0 0 0 945 0 49 945
9606.ENSP00000349960 9606.ENSP00000318297 0 0 0 63 902 900 197 991
9606.ENSP00000349961 9606.ENSP00000251496 0 0 0 997 990 900 884 999
9606.ENSP00000349961 9606.ENSP00000360532 0 0 0 151 980 0 166 984
9606.ENSP00000349961 9606.ENSP00000325017 0 0 0 992 996 900 916 999
9606.ENSP00000349961 9606.ENSP00000240423 0 0 0 993 990 900 895 999
9606.ENSP00000349961 9606.ENSP00000286398 0 0 186 996 988 900 438 999
9606.ENSP00000350036 9606.ENSP00000218089 0 0 0 519 944 900 596 998
9606.ENSP00000350036 9606.ENSP00000354720 0 0 188 773 968 900 458 999
9606.ENSP00000350036 9606.ENSP00000372689 0 0 0 528 984 900 645 999
9606.ENSP00000350036 9606.ENSP00000297338 0 0 0 338 993 900 743 999
9606.ENSP00000350098 9606.ENSP00000465213 0 0 0 140 936 900 968 999
9606.ENSP00000350098 9606.ENSP00000389182 295 0 0 99 967 900 946 999
9606.ENSP00000350199 9606.ENSP00000292807 0 0 0 193 972 360 594 993
9606.ENSP00000350199 9606.ENSP00000388996 0 0 0 169 982 900 593 999
9606.ENSP00000350199 9606.ENSP00000360532 0 0 0 87 980 0 179 983
9606.ENSP00000350199 9606.ENSP00000440005 0 0 0 71 971 900 320 997
9606.ENSP00000350199 9606.ENSP00000444957 0 0 0 63 982 900 779 999
9606.ENSP00000350199 9606.ENSP00000351926 0 0 0 218 945 360 280 977
9606.ENSP00000350199 9606.ENSP00000250244 0 0 0 110 955 900 472 997
9606.ENSP00000350199 9606.ENSP00000336666 0 0 0 99 996 900 604 999
9606.ENSP00000350199 9606.ENSP00000263270 0 0 0 87 957 360 620 989
9606.ENSP00000350199 9606.ENSP00000327694 0 0 0 188 949 360 283 978
9606.ENSP00000350199 9606.ENSP00000377148 0 0 0 249 980 900 308 998
9606.ENSP00000350249 9606.ENSP00000483117 0 0 0 0 981 900 732 999
9606.ENSP00000350267 9606.ENSP00000259021 0 0 0 63 953 0 789 990
9606.ENSP00000350333 9606.ENSP00000360532 0 0 0 232 980 0 0 983
9606.ENSP00000350333 9606.ENSP00000264183 0 0 0 62 936 900 0 993
9606.ENSP00000350359 9606.ENSP00000360266 0 0 0 64 908 0 169 922
9606.ENSP00000350359 9606.ENSP00000252818 0 0 0 64 907 0 113 916
9606.ENSP00000350491 9606.ENSP00000368349 0 0 0 886 996 900 920 999
9606.ENSP00000350491 9606.ENSP00000265465 0 0 0 894 996 900 963 999
9606.ENSP00000350491 9606.ENSP00000484105 295 0 0 896 996 900 962 999
9606.ENSP00000350512 9606.ENSP00000362710 0 0 0 205 958 900 695 998
9606.ENSP00000350512 9606.ENSP00000304102 0 0 0 531 993 900 918 999
9606.ENSP00000350512 9606.ENSP00000360532 0 0 0 83 980 0 134 982
9606.ENSP00000350512 9606.ENSP00000264389 0 0 0 639 994 900 917 999
9606.ENSP00000350512 9606.ENSP00000299259 0 0 0 568 975 900 821 999
9606.ENSP00000350512 9606.ENSP00000376167 0 0 0 358 994 900 853 999
9606.ENSP00000350512 9606.ENSP00000346340 0 0 0 225 990 900 894 999
9606.ENSP00000350512 9606.ENSP00000268717 0 0 0 329 993 900 841 999
9606.ENSP00000350512 9606.ENSP00000438115 0 0 0 175 995 900 831 999
9606.ENSP00000350676 9606.ENSP00000480826 0 0 0 52 909 0 105 917
9606.ENSP00000350708 9606.ENSP00000357879 0 0 0 118 971 0 721 992
9606.ENSP00000350708 9606.ENSP00000343001 0 0 0 152 949 0 538 978
9606.ENSP00000350708 9606.ENSP00000304697 0 0 0 61 921 900 287 994
9606.ENSP00000350719 9606.ENSP00000385616 0 0 0 0 908 900 836 998
9606.ENSP00000350844 9606.ENSP00000376436 0 0 0 61 973 0 554 988
9606.ENSP00000350934 9606.ENSP00000370208 0 0 0 0 943 0 823 989
9606.ENSP00000350937 9606.ENSP00000355809 0 0 0 61 957 0 184 964
9606.ENSP00000350949 9606.ENSP00000309092 0 0 114 316 965 800 189 996
9606.ENSP00000351022 9606.ENSP00000290378 0 0 0 163 938 800 750 997
9606.ENSP00000351137 9606.ENSP00000361918 0 0 0 69 965 900 464 998
9606.ENSP00000351137 9606.ENSP00000315379 0 0 0 183 959 900 604 998
9606.ENSP00000351137 9606.ENSP00000460348 0 0 0 238 958 900 688 998
9606.ENSP00000351137 9606.ENSP00000227524 0 0 0 244 991 900 853 999
9606.ENSP00000351137 9606.ENSP00000297151 0 0 0 64 938 900 769 998
9606.ENSP00000351137 9606.ENSP00000305790 0 0 0 532 951 900 663 999
9606.ENSP00000351137 9606.ENSP00000199814 0 0 0 71 958 900 780 999
9606.ENSP00000351137 9606.ENSP00000387006 0 0 0 448 950 900 726 999
9606.ENSP00000351137 9606.ENSP00000262415 0 0 0 359 980 900 707 999
9606.ENSP00000351137 9606.ENSP00000362803 0 0 0 77 922 900 481 995
9606.ENSP00000351137 9606.ENSP00000236273 0 0 0 103 990 900 919 999
9606.ENSP00000351137 9606.ENSP00000342374 0 0 0 107 954 900 320 996
9606.ENSP00000351137 9606.ENSP00000400591 0 0 0 104 964 900 72 996
9606.ENSP00000351137 9606.ENSP00000365625 0 0 0 654 919 900 644 998
9606.ENSP00000351137 9606.ENSP00000215829 0 0 0 92 956 900 438 997
9606.ENSP00000351137 9606.ENSP00000360532 0 0 0 687 958 900 853 999
9606.ENSP00000351137 9606.ENSP00000412566 0 0 0 163 945 900 204 995
9606.ENSP00000351137 9606.ENSP00000475615 0 0 0 163 955 900 364 997
9606.ENSP00000351137 9606.ENSP00000358554 0 0 0 83 957 900 795 999
9606.ENSP00000351137 9606.ENSP00000392094 0 0 0 607 991 900 800 999
9606.ENSP00000351137 9606.ENSP00000357928 0 0 0 270 993 900 869 999
9606.ENSP00000351137 9606.ENSP00000424417 0 0 0 315 993 900 804 999
9606.ENSP00000351137 9606.ENSP00000254193 0 0 0 195 989 900 556 999
9606.ENSP00000351137 9606.ENSP00000273541 0 0 0 124 962 540 511 991
9606.ENSP00000351137 9606.ENSP00000317123 0 0 0 409 991 900 770 999
9606.ENSP00000351137 9606.ENSP00000156471 0 0 0 377 992 900 735 999
9606.ENSP00000351137 9606.ENSP00000272348 0 0 0 83 967 900 94 996
9606.ENSP00000351137 9606.ENSP00000411822 0 0 0 173 962 540 511 992
9606.ENSP00000351137 9606.ENSP00000266735 0 0 0 108 963 900 100 996
9606.ENSP00000351137 9606.ENSP00000300413 0 0 0 99 956 900 431 997
9606.ENSP00000351137 9606.ENSP00000263694 0 0 0 235 922 900 140 994
9606.ENSP00000351137 9606.ENSP00000366557 0 0 0 702 993 900 416 999
9606.ENSP00000351137 9606.ENSP00000246071 0 0 0 176 944 900 137 995
9606.ENSP00000351137 9606.ENSP00000261531 0 0 0 410 978 900 774 999
9606.ENSP00000351137 9606.ENSP00000386023 0 0 0 126 958 900 718 998
9606.ENSP00000351141 9606.ENSP00000401277 0 0 0 129 997 900 678 999
9606.ENSP00000351141 9606.ENSP00000282007 0 0 0 176 996 900 667 999
9606.ENSP00000351141 9606.ENSP00000297591 0 0 0 82 998 900 915 999
9606.ENSP00000351159 9606.ENSP00000355279 0 0 0 51 993 900 872 999
9606.ENSP00000351159 9606.ENSP00000273064 0 0 0 78 990 900 892 999
9606.ENSP00000351159 9606.ENSP00000424896 0 0 0 62 934 900 792 998
9606.ENSP00000351159 9606.ENSP00000320949 0 0 0 154 998 900 976 999
9606.ENSP00000351159 9606.ENSP00000377024 0 0 0 62 934 900 834 998
9606.ENSP00000351159 9606.ENSP00000229195 0 0 0 297 985 900 429 999
9606.ENSP00000351209 9606.ENSP00000357392 0 0 0 217 906 900 948 999
9606.ENSP00000351209 9606.ENSP00000328777 0 0 0 188 906 900 903 999
9606.ENSP00000351209 9606.ENSP00000298229 0 0 0 69 916 0 420 951
9606.ENSP00000351250 9606.ENSP00000366999 0 0 0 0 941 0 50 942
9606.ENSP00000351250 9606.ENSP00000333277 0 0 0 0 949 0 50 949
9606.ENSP00000351250 9606.ENSP00000353549 0 0 0 0 993 0 0 993
9606.ENSP00000351250 9606.ENSP00000484841 0 0 0 0 941 0 50 942
9606.ENSP00000351250 9606.ENSP00000484658 0 0 0 0 941 0 50 942
9606.ENSP00000351250 9606.ENSP00000378529 0 0 0 61 993 0 0 993
9606.ENSP00000351250 9606.ENSP00000355657 0 0 0 0 941 0 50 942
9606.ENSP00000351250 9606.ENSP00000355778 0 0 0 0 956 0 63 957
9606.ENSP00000351250 9606.ENSP00000352252 0 0 0 0 941 0 50 942
9606.ENSP00000351250 9606.ENSP00000483283 0 0 0 0 941 0 50 942
9606.ENSP00000351250 9606.ENSP00000361540 0 0 0 61 993 0 0 993
9606.ENSP00000351250 9606.ENSP00000385479 0 0 0 0 949 0 50 949
9606.ENSP00000351250 9606.ENSP00000274026 0 0 0 58 993 0 44 993
9606.ENSP00000351250 9606.ENSP00000378350 0 0 0 66 993 0 50 993
9606.ENSP00000351250 9606.ENSP00000480826 0 0 0 0 962 0 50 962
9606.ENSP00000351250 9606.ENSP00000287598 0 0 0 0 993 0 50 993
9606.ENSP00000351250 9606.ENSP00000484638 0 0 0 0 941 0 50 942
9606.ENSP00000351250 9606.ENSP00000358160 0 0 0 0 941 0 50 942
9606.ENSP00000351250 9606.ENSP00000339835 0 0 0 0 956 0 63 957
9606.ENSP00000351250 9606.ENSP00000482271 0 0 0 0 941 0 51 942
9606.ENSP00000351250 9606.ENSP00000339109 0 0 0 45 993 0 0 993
9606.ENSP00000351250 9606.ENSP00000261819 0 0 0 62 993 0 0 993
9606.ENSP00000351250 9606.ENSP00000358154 0 0 0 0 949 0 50 949
9606.ENSP00000351250 9606.ENSP00000254810 0 0 0 0 956 0 63 957
9606.ENSP00000351250 9606.ENSP00000426654 0 0 0 0 993 0 0 993
9606.ENSP00000351250 9606.ENSP00000394394 0 0 0 48 993 0 0 993
9606.ENSP00000351250 9606.ENSP00000484095 0 0 0 0 941 0 50 942
9606.ENSP00000351250 9606.ENSP00000434614 0 0 0 73 993 0 0 993
9606.ENSP00000351250 9606.ENSP00000476960 0 0 0 0 949 0 200 957
9606.ENSP00000351273 9606.ENSP00000330237 0 0 0 0 993 0 309 994
9606.ENSP00000351273 9606.ENSP00000312664 0 0 0 61 993 0 321 995
9606.ENSP00000351273 9606.ENSP00000286186 0 0 0 88 993 900 171 999
9606.ENSP00000351273 9606.ENSP00000312455 0 0 0 97 970 900 358 998
9606.ENSP00000351273 9606.ENSP00000276431 0 0 0 0 993 900 883 999
9606.ENSP00000351273 9606.ENSP00000302564 0 0 0 0 993 0 883 999
9606.ENSP00000351273 9606.ENSP00000358327 0 0 0 63 993 900 246 999
9606.ENSP00000351273 9606.ENSP00000347979 0 0 0 63 993 900 867 999
9606.ENSP00000351273 9606.ENSP00000265164 0 0 0 61 993 900 225 999
9606.ENSP00000351273 9606.ENSP00000381185 0 0 0 0 993 0 430 996
9606.ENSP00000351273 9606.ENSP00000311032 0 0 0 61 993 900 195 999
9606.ENSP00000351273 9606.ENSP00000360242 0 0 0 61 994 0 846 999
9606.ENSP00000351273 9606.ENSP00000221132 0 0 0 67 993 900 864 999
9606.ENSP00000351273 9606.ENSP00000318822 0 0 0 61 993 900 698 999
9606.ENSP00000351273 9606.ENSP00000220429 0 0 0 0 949 0 0 949
9606.ENSP00000351284 9606.ENSP00000223129 0 0 0 63 993 900 473 999
9606.ENSP00000351284 9606.ENSP00000254719 0 0 0 64 998 900 823 999
9606.ENSP00000351284 9606.ENSP00000363017 0 0 0 62 998 900 786 999
9606.ENSP00000351314 9606.ENSP00000363993 0 0 0 847 963 900 263 999
9606.ENSP00000351314 9606.ENSP00000357879 0 0 0 542 950 900 518 998
9606.ENSP00000351314 9606.ENSP00000290541 0 0 0 669 992 900 618 999
9606.ENSP00000351314 9606.ENSP00000261479 0 0 277 729 944 900 595 999
9606.ENSP00000351314 9606.ENSP00000262193 0 0 237 721 989 900 693 999
9606.ENSP00000351314 9606.ENSP00000418695 0 0 0 689 947 900 500 999
9606.ENSP00000351314 9606.ENSP00000223321 0 0 243 684 964 900 530 999
9606.ENSP00000351314 9606.ENSP00000216455 0 0 262 706 949 900 528 999
9606.ENSP00000351314 9606.ENSP00000362334 0 0 215 728 945 900 796 999
9606.ENSP00000351314 9606.ENSP00000483688 0 0 0 747 992 900 595 999
9606.ENSP00000351314 9606.ENSP00000270586 0 0 0 652 947 900 243 998
9606.ENSP00000351314 9606.ENSP00000271308 0 0 143 789 944 900 263 999
9606.ENSP00000351314 9606.ENSP00000364016 0 0 0 670 948 900 336 998
9606.ENSP00000351314 9606.ENSP00000359910 0 0 138 554 942 900 191 997
9606.ENSP00000351314 9606.ENSP00000044462 0 0 146 796 944 900 196 999
9606.ENSP00000351314 9606.ENSP00000355325 0 0 0 634 962 900 287 998
9606.ENSP00000351407 9606.ENSP00000263734 0 0 0 62 963 900 379 997
9606.ENSP00000351407 9606.ENSP00000437955 0 0 0 61 972 900 413 998
9606.ENSP00000351446 9606.ENSP00000264515 0 0 0 239 927 900 415 996
9606.ENSP00000351446 9606.ENSP00000340896 0 0 0 75 907 900 945 999
9606.ENSP00000351446 9606.ENSP00000442924 0 0 0 52 910 900 851 998
9606.ENSP00000351490 9606.ENSP00000479618 0 0 0 0 930 900 317 994
9606.ENSP00000351492 9606.ENSP00000310448 0 0 0 61 986 0 769 996
9606.ENSP00000351575 9606.ENSP00000220659 0 0 0 231 944 900 862 999
9606.ENSP00000351589 9606.ENSP00000367022 0 0 0 137 944 0 54 950
9606.ENSP00000351589 9606.ENSP00000332790 0 0 0 420 944 0 46 966
9606.ENSP00000351589 9606.ENSP00000333277 0 1 0 458 910 0 593 978
9606.ENSP00000351589 9606.ENSP00000475814 0 0 0 185 942 0 50 951
9606.ENSP00000351589 9606.ENSP00000332194 0 0 0 352 944 0 51 963
9606.ENSP00000351589 9606.ENSP00000358154 0 1 0 465 910 0 596 979
9606.ENSP00000351589 9606.ENSP00000438553 0 0 0 0 944 0 48 945
9606.ENSP00000351589 9606.ENSP00000358155 0 0 0 62 942 0 50 944
9606.ENSP00000351589 9606.ENSP00000328484 0 0 0 335 943 0 48 961
9606.ENSP00000351589 9606.ENSP00000385479 0 1 0 466 910 0 593 978
9606.ENSP00000351596 9606.ENSP00000364543 0 0 0 651 959 900 957 999
9606.ENSP00000351697 9606.ENSP00000258428 0 0 0 228 965 900 958 999
9606.ENSP00000351697 9606.ENSP00000235310 0 0 0 55 965 900 969 999
9606.ENSP00000351737 9606.ENSP00000423673 0 0 0 61 909 900 296 993
9606.ENSP00000351737 9606.ENSP00000312618 0 0 0 0 909 900 743 997
9606.ENSP00000351737 9606.ENSP00000260361 0 0 0 84 909 900 662 996
9606.ENSP00000351777 9606.ENSP00000331487 0 0 0 148 934 900 961 999
9606.ENSP00000351777 9606.ENSP00000306625 0 0 0 63 914 0 609 965
9606.ENSP00000351777 9606.ENSP00000343001 0 0 0 86 950 0 842 992
9606.ENSP00000351777 9606.ENSP00000418529 0 0 0 208 963 800 892 999
9606.ENSP00000351777 9606.ENSP00000301281 0 0 0 67 931 800 751 996
9606.ENSP00000351777 9606.ENSP00000259512 0 0 0 64 994 900 712 999
9606.ENSP00000351777 9606.ENSP00000375914 0 0 0 0 909 0 256 929
9606.ENSP00000351777 9606.ENSP00000263202 0 0 0 295 932 900 966 999
9606.ENSP00000351777 9606.ENSP00000366395 0 0 0 61 911 900 903 999
9606.ENSP00000351777 9606.ENSP00000379457 0 0 0 63 977 540 678 996
9606.ENSP00000351777 9606.ENSP00000381282 0 0 0 0 976 900 459 998
9606.ENSP00000351777 9606.ENSP00000296328 0 0 0 82 979 540 669 996
9606.ENSP00000351777 9606.ENSP00000158771 0 0 0 64 937 900 877 999
9606.ENSP00000351777 9606.ENSP00000261942 0 0 0 85 960 900 926 999
9606.ENSP00000351905 9606.ENSP00000221930 0 0 0 111 920 900 674 997
9606.ENSP00000351905 9606.ENSP00000364133 0 0 0 63 940 900 231 995
9606.ENSP00000351905 9606.ENSP00000238682 0 0 0 62 961 900 685 998
9606.ENSP00000351926 9606.ENSP00000350199 0 0 0 218 945 360 280 977
9606.ENSP00000351926 9606.ENSP00000482835 0 0 0 348 957 900 352 997
9606.ENSP00000351926 9606.ENSP00000292807 0 0 0 692 975 900 774 999
9606.ENSP00000351926 9606.ENSP00000263270 0 0 0 311 993 900 783 999
9606.ENSP00000351947 9606.ENSP00000360532 0 0 0 146 980 0 0 982
9606.ENSP00000351990 9606.ENSP00000354340 0 0 0 735 901 900 990 999
9606.ENSP00000352119 9606.ENSP00000367022 0 0 0 87 944 0 52 947
9606.ENSP00000352119 9606.ENSP00000332790 0 0 0 214 944 0 47 954
9606.ENSP00000352119 9606.ENSP00000333277 0 1 0 333 910 0 241 950
9606.ENSP00000352119 9606.ENSP00000475814 0 0 0 118 942 0 48 947
9606.ENSP00000352119 9606.ENSP00000332194 0 0 0 170 944 0 49 952
9606.ENSP00000352119 9606.ENSP00000358154 0 1 0 333 910 0 242 950
9606.ENSP00000352119 9606.ENSP00000438553 0 0 0 0 944 0 47 945
9606.ENSP00000352119 9606.ENSP00000358155 0 0 0 62 942 0 48 944
9606.ENSP00000352119 9606.ENSP00000328484 0 0 0 155 943 0 48 950
9606.ENSP00000352119 9606.ENSP00000385479 0 1 0 333 910 0 241 950
9606.ENSP00000352121 9606.ENSP00000407586 0 0 0 61 973 900 526 998
9606.ENSP00000352252 9606.ENSP00000262241 0 0 0 0 941 0 106 945
9606.ENSP00000352252 9606.ENSP00000373340 0 0 0 0 943 0 174 951
9606.ENSP00000352252 9606.ENSP00000365019 0 0 0 0 941 0 0 941
9606.ENSP00000352252 9606.ENSP00000476136 0 1 0 270 943 0 442 975
9606.ENSP00000352252 9606.ENSP00000302327 0 0 0 0 943 0 111 947
9606.ENSP00000352252 9606.ENSP00000336687 0 0 0 0 943 0 115 948
9606.ENSP00000352252 9606.ENSP00000423563 0 0 0 166 943 0 200 959
9606.ENSP00000352252 9606.ENSP00000328547 0 0 0 0 938 0 190 947
9606.ENSP00000352252 9606.ENSP00000234739 0 0 0 0 943 0 0 943
9606.ENSP00000352252 9606.ENSP00000388107 0 0 0 53 943 0 68 945
9606.ENSP00000352252 9606.ENSP00000383042 0 0 0 54 944 0 189 953
9606.ENSP00000352252 9606.ENSP00000303373 0 1 0 338 914 0 503 969
9606.ENSP00000352252 9606.ENSP00000325690 0 0 0 0 943 0 211 953
9606.ENSP00000352252 9606.ENSP00000262367 0 0 0 0 943 0 98 947
9606.ENSP00000352252 9606.ENSP00000229595 0 0 0 63 943 0 518 972
9606.ENSP00000352252 9606.ENSP00000380136 0 0 0 0 943 0 117 948
9606.ENSP00000352252 9606.ENSP00000483842 0 1 0 419 914 0 542 975
9606.ENSP00000352252 9606.ENSP00000272317 0 0 0 63 943 0 86 947
9606.ENSP00000352252 9606.ENSP00000351250 0 0 0 0 941 0 50 942
9606.ENSP00000352252 9606.ENSP00000349430 0 1 0 170 910 0 370 949
9606.ENSP00000352252 9606.ENSP00000318297 0 0 0 0 943 0 149 950
9606.ENSP00000352252 9606.ENSP00000340507 0 0 0 0 949 0 50 950
9606.ENSP00000352252 9606.ENSP00000336712 0 0 0 50 938 0 0 938
9606.ENSP00000352257 9606.ENSP00000375978 0 0 0 604 993 900 987 999
9606.ENSP00000352257 9606.ENSP00000313420 0 0 0 125 915 900 963 999
9606.ENSP00000352264 9606.ENSP00000304697 0 0 0 0 956 0 42 956
9606.ENSP00000352264 9606.ENSP00000441543 0 0 0 0 971 0 89 973
9606.ENSP00000352264 9606.ENSP00000388107 0 0 0 0 960 0 0 960
9606.ENSP00000352400 9606.ENSP00000458954 0 0 0 129 964 900 923 999
9606.ENSP00000352400 9606.ENSP00000471191 0 0 0 182 953 900 916 999
9606.ENSP00000352400 9606.ENSP00000288071 0 0 0 143 940 0 787 988
9606.ENSP00000352408 9606.ENSP00000358474 0 0 0 144 993 900 851 999
9606.ENSP00000352408 9606.ENSP00000343412 0 0 0 72 993 900 824 999
9606.ENSP00000352408 9606.ENSP00000369857 0 0 0 0 993 900 834 999
9606.ENSP00000352408 9606.ENSP00000366434 0 0 0 49 993 900 844 999
9606.ENSP00000352438 9606.ENSP00000360532 0 0 0 197 980 900 57 998
9606.ENSP00000352516 9606.ENSP00000333277 0 0 0 54 945 0 348 963
9606.ENSP00000352516 9606.ENSP00000441543 0 0 0 49 936 0 208 948
9606.ENSP00000352516 9606.ENSP00000385479 0 0 0 54 945 0 348 963
9606.ENSP00000352516 9606.ENSP00000388107 0 0 0 0 944 0 0 944
9606.ENSP00000352516 9606.ENSP00000358154 0 0 0 54 945 0 348 963
9606.ENSP00000352516 9606.ENSP00000304697 0 0 0 49 936 0 114 942
9606.ENSP00000352516 9606.ENSP00000272317 0 0 0 49 958 0 76 960
9606.ENSP00000352516 9606.ENSP00000476960 0 0 0 54 945 0 764 986
9606.ENSP00000352522 9606.ENSP00000417378 0 0 0 324 963 900 865 999
9606.ENSP00000352522 9606.ENSP00000216442 0 0 0 453 966 900 869 999
9606.ENSP00000352522 9606.ENSP00000253413 0 0 0 693 956 900 834 999
9606.ENSP00000352522 9606.ENSP00000273398 0 0 0 787 951 900 869 999
9606.ENSP00000352522 9606.ENSP00000276390 0 0 0 583 961 900 834 999
9606.ENSP00000352536 9606.ENSP00000361180 0 0 0 188 945 900 714 998
9606.ENSP00000352536 9606.ENSP00000357863 0 0 0 0 945 900 593 997
9606.ENSP00000352536 9606.ENSP00000361219 0 0 0 149 940 900 732 998
9606.ENSP00000352536 9606.ENSP00000360532 0 0 0 104 980 0 0 981
9606.ENSP00000352536 9606.ENSP00000263956 0 0 0 180 945 900 755 998
9606.ENSP00000352627 9606.ENSP00000367022 0 0 0 89 944 0 52 947
9606.ENSP00000352627 9606.ENSP00000332790 0 0 0 338 944 0 46 962
9606.ENSP00000352627 9606.ENSP00000333277 0 1 0 434 910 0 600 978
9606.ENSP00000352627 9606.ENSP00000475814 0 0 0 139 942 0 50 949
9606.ENSP00000352627 9606.ENSP00000332194 0 0 0 349 944 0 51 962
9606.ENSP00000352627 9606.ENSP00000358154 0 1 0 405 910 0 600 976
9606.ENSP00000352627 9606.ENSP00000438553 0 0 0 0 944 0 47 945
9606.ENSP00000352627 9606.ENSP00000358155 0 0 0 62 942 0 50 944
9606.ENSP00000352627 9606.ENSP00000328484 0 0 0 523 943 0 48 972
9606.ENSP00000352627 9606.ENSP00000385479 0 1 0 405 910 0 600 976
9606.ENSP00000352676 9606.ENSP00000441543 0 0 0 0 971 0 303 979
9606.ENSP00000352676 9606.ENSP00000304697 0 0 0 0 956 0 164 962
9606.ENSP00000352676 9606.ENSP00000388107 0 0 0 0 960 0 250 968
9606.ENSP00000352678 9606.ENSP00000360532 0 0 0 0 980 0 0 980
9606.ENSP00000352738 9606.ENSP00000457411 0 0 0 360 913 0 719 983
9606.ENSP00000352900 9606.ENSP00000253727 0 0 0 61 909 900 221 992
9606.ENSP00000352925 9606.ENSP00000397552 0 0 0 61 947 900 589 997
9606.ENSP00000352925 9606.ENSP00000356848 0 0 0 0 947 900 475 997
9606.ENSP00000352925 9606.ENSP00000439585 0 0 0 61 908 900 554 995
9606.ENSP00000352925 9606.ENSP00000308022 0 0 0 0 908 900 601 996
9606.ENSP00000352925 9606.ENSP00000312709 0 0 0 65 935 900 205 994
9606.ENSP00000352926 9606.ENSP00000290295 0 0 0 0 960 0 0 960
9606.ENSP00000352926 9606.ENSP00000478927 0 0 0 176 959 900 873 999
9606.ENSP00000352928 9606.ENSP00000393183 0 0 0 84 936 900 585 997
9606.ENSP00000352928 9606.ENSP00000301764 0 0 0 75 958 900 724 998
9606.ENSP00000353072 9606.ENSP00000440045 0 0 50 0 960 800 58 991
9606.ENSP00000353072 9606.ENSP00000349595 0 0 49 0 960 800 57 991
9606.ENSP00000353098 9606.ENSP00000307288 0 0 0 845 998 0 823 999
9606.ENSP00000353098 9606.ENSP00000216122 0 0 0 881 998 0 743 999
9606.ENSP00000353098 9606.ENSP00000264156 0 0 0 401 996 0 822 999
9606.ENSP00000353098 9606.ENSP00000480987 0 0 0 848 998 0 925 999
9606.ENSP00000353098 9606.ENSP00000262105 0 0 0 855 998 0 931 999
9606.ENSP00000353099 9606.ENSP00000378786 0 0 0 876 931 900 324 999
9606.ENSP00000353246 9606.ENSP00000396673 0 0 0 900 947 540 325 998
9606.ENSP00000353246 9606.ENSP00000338862 0 0 0 901 943 0 202 995
9606.ENSP00000353408 9606.ENSP00000262613 0 0 0 61 970 0 850 995
9606.ENSP00000353452 9606.ENSP00000272298 0 0 0 0 958 0 506 978
9606.ENSP00000353452 9606.ENSP00000349467 0 0 0 0 974 600 861 998
9606.ENSP00000353452 9606.ENSP00000291295 0 0 0 0 958 0 810 991
9606.ENSP00000353458 9606.ENSP00000360532 0 0 0 63 984 0 59 985
9606.ENSP00000353463 9606.ENSP00000357644 0 0 0 180 952 900 157 996
9606.ENSP00000353463 9606.ENSP00000360532 0 0 0 183 980 0 0 982
