protein1 protein2 neighborhood fusion cooccurence coexpression experimental database textmining combined_score
9606.ENSP00000298283 9606.ENSP00000274242 0 0 0 707 958 900 212 998
9606.ENSP00000298283 9606.ENSP00000341885 93 0 0 818 991 900 428 999
9606.ENSP00000298283 9606.ENSP00000470972 0 0 229 832 990 900 361 999
9606.ENSP00000298283 9606.ENSP00000418868 0 0 0 818 947 900 304 999
9606.ENSP00000298283 9606.ENSP00000467466 154 0 0 826 991 900 363 999
9606.ENSP00000298283 9606.ENSP00000472985 93 0 0 817 990 900 368 999
9606.ENSP00000298283 9606.ENSP00000270625 154 0 224 817 990 900 204 999
9606.ENSP00000298283 9606.ENSP00000403172 77 0 0 756 985 900 501 999
9606.ENSP00000298283 9606.ENSP00000463379 74 0 0 574 944 0 149 978
9606.ENSP00000298316 9606.ENSP00000297044 0 0 0 81 960 900 698 998
9606.ENSP00000298316 9606.ENSP00000387286 0 0 0 114 974 0 116 978
9606.ENSP00000298396 9606.ENSP00000298181 0 0 0 0 933 0 49 933
9606.ENSP00000298396 9606.ENSP00000477922 0 0 0 99 933 0 0 937
9606.ENSP00000298552 9606.ENSP00000475727 0 0 0 0 970 900 723 999
9606.ENSP00000298573 9606.ENSP00000378974 0 0 0 62 972 600 736 997
9606.ENSP00000298717 9606.ENSP00000373474 0 0 0 64 975 900 395 998
9606.ENSP00000298746 9606.ENSP00000360532 0 0 0 64 980 0 0 980
9606.ENSP00000298767 9606.ENSP00000313851 0 0 0 223 992 900 746 999
9606.ENSP00000298767 9606.ENSP00000303427 0 0 0 381 963 900 961 999
9606.ENSP00000298875 9606.ENSP00000245934 0 0 0 203 963 900 891 999
9606.ENSP00000298875 9606.ENSP00000360532 0 0 0 274 980 900 66 998
9606.ENSP00000298875 9606.ENSP00000216277 0 0 0 258 948 900 640 998
9606.ENSP00000298875 9606.ENSP00000484669 0 0 0 443 964 900 925 999
9606.ENSP00000298875 9606.ENSP00000325377 0 0 0 193 968 900 840 999
9606.ENSP00000298875 9606.ENSP00000298281 0 0 0 176 939 900 865 999
9606.ENSP00000298875 9606.ENSP00000238112 0 0 0 447 974 900 405 999
9606.ENSP00000298875 9606.ENSP00000292476 0 0 0 94 952 900 921 999
9606.ENSP00000298875 9606.ENSP00000336752 0 0 0 148 944 900 805 998
9606.ENSP00000298875 9606.ENSP00000263956 0 0 0 164 935 0 0 944
9606.ENSP00000298910 9606.ENSP00000340989 0 0 0 62 953 0 67 955
9606.ENSP00000299138 9606.ENSP00000230085 0 0 0 115 974 900 893 999
9606.ENSP00000299138 9606.ENSP00000362480 0 0 0 763 998 900 973 999
9606.ENSP00000299138 9606.ENSP00000261889 0 0 0 64 954 720 920 998
9606.ENSP00000299138 9606.ENSP00000480853 0 0 0 173 993 900 977 999
9606.ENSP00000299138 9606.ENSP00000281187 0 0 0 147 996 720 939 999
9606.ENSP00000299138 9606.ENSP00000368831 0 0 0 98 959 720 935 999
9606.ENSP00000299166 9606.ENSP00000354687 0 0 0 302 908 900 553 996
9606.ENSP00000299166 9606.ENSP00000301457 0 0 0 874 908 900 720 999
9606.ENSP00000299166 9606.ENSP00000362060 0 0 0 740 960 900 519 999
9606.ENSP00000299166 9606.ENSP00000252711 0 0 0 853 908 900 538 999
9606.ENSP00000299166 9606.ENSP00000356972 0 0 0 857 908 900 697 999
9606.ENSP00000299166 9606.ENSP00000263774 0 0 0 885 971 900 715 999
9606.ENSP00000299166 9606.ENSP00000330737 0 0 0 932 981 900 575 999
9606.ENSP00000299166 9606.ENSP00000362873 0 0 0 952 963 900 326 999
9606.ENSP00000299166 9606.ENSP00000354961 0 0 0 236 908 900 438 995
9606.ENSP00000299166 9606.ENSP00000418438 0 0 0 744 908 900 381 998
9606.ENSP00000299166 9606.ENSP00000355046 0 0 0 111 908 900 460 994
9606.ENSP00000299166 9606.ENSP00000369176 0 0 0 932 908 900 671 999
9606.ENSP00000299166 9606.ENSP00000392709 0 0 0 552 908 900 765 998
9606.ENSP00000299166 9606.ENSP00000354728 0 0 0 61 908 540 385 972
9606.ENSP00000299166 9606.ENSP00000327268 0 0 0 786 908 900 564 999
9606.ENSP00000299166 9606.ENSP00000276689 0 0 0 955 980 900 528 999
9606.ENSP00000299166 9606.ENSP00000354813 0 0 0 273 908 900 190 993
9606.ENSP00000299166 9606.ENSP00000296684 0 0 0 938 983 900 484 999
9606.ENSP00000299166 9606.ENSP00000266544 0 0 0 774 976 900 763 999
9606.ENSP00000299166 9606.ENSP00000419087 0 0 0 612 908 900 445 997
9606.ENSP00000299166 9606.ENSP00000184266 0 0 0 576 908 900 528 997
9606.ENSP00000299166 9606.ENSP00000252102 0 0 0 951 998 900 711 999
9606.ENSP00000299166 9606.ENSP00000259037 0 0 0 898 979 900 445 999
9606.ENSP00000299166 9606.ENSP00000418842 0 0 0 941 998 900 689 999
9606.ENSP00000299166 9606.ENSP00000274137 0 0 0 898 948 900 615 999
9606.ENSP00000299166 9606.ENSP00000458770 0 0 0 858 960 900 351 999
9606.ENSP00000299166 9606.ENSP00000354665 0 0 0 61 908 900 526 995
9606.ENSP00000299166 9606.ENSP00000355206 0 0 0 62 908 900 435 994
9606.ENSP00000299166 9606.ENSP00000322450 0 0 0 663 938 900 558 998
9606.ENSP00000299166 9606.ENSP00000237889 0 0 0 673 923 900 634 998
9606.ENSP00000299198 9606.ENSP00000262873 0 0 0 63 908 0 74 913
9606.ENSP00000299259 9606.ENSP00000376167 0 0 0 437 997 900 902 999
9606.ENSP00000299259 9606.ENSP00000350512 0 0 0 568 975 900 821 999
9606.ENSP00000299259 9606.ENSP00000346340 0 0 0 181 977 900 819 999
9606.ENSP00000299259 9606.ENSP00000362710 0 0 0 129 996 900 698 999
9606.ENSP00000299259 9606.ENSP00000304102 0 0 0 275 996 900 770 999
9606.ENSP00000299259 9606.ENSP00000264389 0 0 0 350 996 900 825 999
9606.ENSP00000299259 9606.ENSP00000268717 0 0 0 409 975 900 883 999
9606.ENSP00000299259 9606.ENSP00000438115 0 0 0 97 973 900 701 999
9606.ENSP00000299299 9606.ENSP00000386935 0 0 0 0 976 0 0 976
9606.ENSP00000299299 9606.ENSP00000328938 0 0 0 0 936 0 236 949
9606.ENSP00000299299 9606.ENSP00000257555 0 0 0 63 974 0 671 991
9606.ENSP00000299300 9606.ENSP00000286788 0 0 100 993 959 900 288 999
9606.ENSP00000299300 9606.ENSP00000258091 0 0 82 993 966 900 181 999
9606.ENSP00000299300 9606.ENSP00000275603 0 0 118 988 962 900 255 999
9606.ENSP00000299300 9606.ENSP00000360532 0 0 0 107 980 0 49 981
9606.ENSP00000299300 9606.ENSP00000361540 0 0 0 141 994 0 70 995
9606.ENSP00000299300 9606.ENSP00000327191 0 0 115 772 957 900 216 999
9606.ENSP00000299300 9606.ENSP00000295688 0 0 108 993 967 900 231 999
9606.ENSP00000299300 9606.ENSP00000377958 0 0 88 995 966 900 211 999
9606.ENSP00000299300 9606.ENSP00000280326 0 0 97 993 965 900 201 999
9606.ENSP00000299300 9606.ENSP00000317334 0 0 0 993 963 900 190 999
9606.ENSP00000299367 9606.ENSP00000360532 0 0 0 0 980 0 0 980
9606.ENSP00000299424 9606.ENSP00000307684 0 0 0 63 909 900 726 997
9606.ENSP00000299424 9606.ENSP00000362068 0 0 0 62 993 900 858 999
9606.ENSP00000299424 9606.ENSP00000375942 0 0 0 61 997 900 814 999
9606.ENSP00000299424 9606.ENSP00000358854 0 0 0 62 982 900 827 999
9606.ENSP00000299424 9606.ENSP00000360515 0 0 0 50 963 900 601 998
9606.ENSP00000299424 9606.ENSP00000406549 0 0 0 0 963 900 747 998
9606.ENSP00000299424 9606.ENSP00000399982 0 0 0 60 996 900 834 999
9606.ENSP00000299424 9606.ENSP00000370201 0 0 0 64 948 900 0 994
9606.ENSP00000299424 9606.ENSP00000308022 0 0 0 61 952 900 498 997
9606.ENSP00000299424 9606.ENSP00000263974 0 0 0 80 937 900 887 999
9606.ENSP00000299424 9606.ENSP00000340271 0 0 0 61 966 900 777 999
9606.ENSP00000299424 9606.ENSP00000367406 0 0 0 52 938 900 834 998
9606.ENSP00000299424 9606.ENSP00000354633 0 0 0 189 970 900 952 999
9606.ENSP00000299424 9606.ENSP00000294168 0 0 0 60 947 900 510 997
9606.ENSP00000299424 9606.ENSP00000225916 0 0 0 0 906 900 619 996
9606.ENSP00000299424 9606.ENSP00000252996 0 0 0 64 966 900 800 999
9606.ENSP00000299424 9606.ENSP00000355051 0 0 0 64 987 900 922 999
9606.ENSP00000299424 9606.ENSP00000356848 0 0 0 61 951 900 321 996
9606.ENSP00000299424 9606.ENSP00000312709 0 0 0 61 957 900 832 999
9606.ENSP00000299518 9606.ENSP00000370223 0 0 80 823 975 900 118 999
9606.ENSP00000299518 9606.ENSP00000217901 0 0 80 854 996 900 125 999
9606.ENSP00000299563 9606.ENSP00000343535 0 0 0 56 959 0 92 962
9606.ENSP00000299563 9606.ENSP00000304697 0 0 0 64 944 0 0 945
9606.ENSP00000299563 9606.ENSP00000441543 0 0 0 64 963 0 100 966
9606.ENSP00000299563 9606.ENSP00000388107 0 0 0 0 957 0 60 958
9606.ENSP00000299601 9606.ENSP00000216297 0 0 0 165 949 900 777 998
9606.ENSP00000299601 9606.ENSP00000355013 0 0 0 210 987 900 962 999
9606.ENSP00000299601 9606.ENSP00000221265 0 0 0 163 978 900 790 999
9606.ENSP00000299601 9606.ENSP00000374280 0 0 0 655 980 900 936 999
9606.ENSP00000299601 9606.ENSP00000278412 0 0 0 141 955 900 677 998
9606.ENSP00000299601 9606.ENSP00000356405 0 0 0 202 981 900 936 999
9606.ENSP00000299705 9606.ENSP00000303145 0 0 0 117 911 900 274 993
9606.ENSP00000299767 9606.ENSP00000360532 0 0 0 0 980 0 42 980
9606.ENSP00000299767 9606.ENSP00000340466 0 0 0 106 940 0 293 958
9606.ENSP00000299767 9606.ENSP00000320866 0 0 0 959 941 900 856 999
9606.ENSP00000299821 9606.ENSP00000433681 0 0 0 521 917 900 958 999
9606.ENSP00000299821 9606.ENSP00000387007 0 0 0 667 941 900 927 999
9606.ENSP00000299853 9606.ENSP00000380904 0 0 0 144 981 900 833 999
9606.ENSP00000299853 9606.ENSP00000293860 0 0 0 75 933 900 631 997
9606.ENSP00000299853 9606.ENSP00000382058 0 0 0 61 976 900 642 999
9606.ENSP00000299853 9606.ENSP00000347345 0 0 0 82 976 900 800 999
9606.ENSP00000299853 9606.ENSP00000366828 0 0 0 63 978 900 832 999
9606.ENSP00000299853 9606.ENSP00000378736 0 0 0 82 972 900 673 999
9606.ENSP00000299853 9606.ENSP00000361446 0 0 0 124 971 900 809 999
9606.ENSP00000299853 9606.ENSP00000478303 0 0 0 92 940 900 689 998
9606.ENSP00000299853 9606.ENSP00000228347 0 0 0 175 963 900 752 999
9606.ENSP00000299853 9606.ENSP00000334564 0 0 0 138 960 900 855 999
9606.ENSP00000299853 9606.ENSP00000361465 0 0 0 186 927 900 678 997
9606.ENSP00000299886 9606.ENSP00000315775 0 0 0 130 940 900 902 999
9606.ENSP00000299886 9606.ENSP00000355629 0 0 0 283 952 900 956 999
9606.ENSP00000299886 9606.ENSP00000297135 0 0 0 124 957 900 962 999
9606.ENSP00000299886 9606.ENSP00000305459 0 0 0 118 990 900 928 999
9606.ENSP00000299886 9606.ENSP00000258654 0 0 0 223 969 900 962 999
9606.ENSP00000299886 9606.ENSP00000305442 0 0 0 126 957 900 959 999
9606.ENSP00000299886 9606.ENSP00000397441 0 0 0 119 945 900 882 999
9606.ENSP00000300086 9606.ENSP00000325863 0 0 0 45 945 900 429 996
9606.ENSP00000300086 9606.ENSP00000265433 0 0 0 62 945 900 86 994
9606.ENSP00000300086 9606.ENSP00000254942 0 0 0 72 997 900 854 999
9606.ENSP00000300086 9606.ENSP00000368100 0 0 0 0 945 900 157 994
9606.ENSP00000300087 9606.ENSP00000408910 0 0 0 96 994 900 728 999
9606.ENSP00000300087 9606.ENSP00000358921 0 0 0 81 993 900 309 999
9606.ENSP00000300087 9606.ENSP00000414906 0 0 0 91 991 900 889 999
9606.ENSP00000300087 9606.ENSP00000289228 0 0 0 77 966 900 333 997
9606.ENSP00000300087 9606.ENSP00000349960 0 0 0 0 945 0 156 951
9606.ENSP00000300093 9606.ENSP00000442336 0 0 0 87 929 0 278 949
9606.ENSP00000300093 9606.ENSP00000378529 0 0 0 449 994 900 574 999
9606.ENSP00000300093 9606.ENSP00000360532 0 0 0 67 980 0 815 996
9606.ENSP00000300093 9606.ENSP00000361540 0 0 0 981 994 900 912 999
9606.ENSP00000300093 9606.ENSP00000334675 0 0 0 358 929 900 726 998
9606.ENSP00000300093 9606.ENSP00000323421 0 0 0 205 909 900 302 994
9606.ENSP00000300113 9606.ENSP00000263980 0 0 0 0 909 0 354 939
9606.ENSP00000300146 9606.ENSP00000310596 0 0 0 56 958 900 925 999
9606.ENSP00000300151 9606.ENSP00000377486 0 0 0 569 991 900 204 999
9606.ENSP00000300151 9606.ENSP00000053468 93 0 0 667 943 900 415 998
9606.ENSP00000300151 9606.ENSP00000357320 0 0 0 451 943 900 0 996
9606.ENSP00000300151 9606.ENSP00000420714 93 0 0 385 920 900 440 997
9606.ENSP00000300151 9606.ENSP00000308275 0 0 0 353 971 900 357 998
9606.ENSP00000300151 9606.ENSP00000431040 74 0 0 401 990 900 213 999
9606.ENSP00000300151 9606.ENSP00000308897 93 0 0 419 974 900 489 999
9606.ENSP00000300151 9606.ENSP00000339844 0 0 0 472 950 900 0 997
9606.ENSP00000300151 9606.ENSP00000363999 0 0 0 192 964 900 0 996
9606.ENSP00000300151 9606.ENSP00000357823 0 0 0 378 956 900 204 997
9606.ENSP00000300151 9606.ENSP00000417602 0 0 0 226 985 900 50 998
9606.ENSP00000300151 9606.ENSP00000258455 154 0 0 464 920 900 432 997
9606.ENSP00000300151 9606.ENSP00000382250 0 0 0 457 920 900 204 996
9606.ENSP00000300151 9606.ENSP00000260102 93 0 0 512 990 900 548 999
9606.ENSP00000300151 9606.ENSP00000225969 0 0 0 496 957 900 518 998
9606.ENSP00000300151 9606.ENSP00000296102 88 0 0 303 942 900 563 998
9606.ENSP00000300151 9606.ENSP00000333401 0 0 0 531 990 900 524 999
9606.ENSP00000300151 9606.ENSP00000295491 0 0 0 581 926 900 160 997
9606.ENSP00000300151 9606.ENSP00000253099 77 0 0 685 984 900 385 999
9606.ENSP00000300151 9606.ENSP00000288937 154 0 0 506 957 900 500 998
9606.ENSP00000300151 9606.ENSP00000424328 0 0 0 136 954 900 0 995
9606.ENSP00000300151 9606.ENSP00000315017 93 0 0 603 934 900 467 998
9606.ENSP00000300151 9606.ENSP00000384952 93 0 0 498 945 900 391 998
9606.ENSP00000300151 9606.ENSP00000264995 77 0 0 427 950 900 137 997
9606.ENSP00000300151 9606.ENSP00000449884 0 0 0 107 956 900 0 995
9606.ENSP00000300151 9606.ENSP00000252602 0 0 0 170 944 900 0 994
9606.ENSP00000300151 9606.ENSP00000361206 0 0 0 716 926 900 428 998
9606.ENSP00000300151 9606.ENSP00000081029 0 0 0 311 943 900 342 997
9606.ENSP00000300151 9606.ENSP00000423399 154 0 0 441 953 900 530 998
9606.ENSP00000300151 9606.ENSP00000373404 93 0 0 842 989 900 772 999
9606.ENSP00000300151 9606.ENSP00000312311 0 0 0 538 943 900 233 997
9606.ENSP00000300151 9606.ENSP00000223324 74 0 0 554 943 900 203 997
9606.ENSP00000300151 9606.ENSP00000199706 0 0 0 225 952 900 479 997
9606.ENSP00000300151 9606.ENSP00000362036 42 0 0 353 943 900 760 999
9606.ENSP00000300151 9606.ENSP00000258383 0 0 0 332 953 900 62 996
9606.ENSP00000300151 9606.ENSP00000362208 0 0 0 487 956 900 167 997
9606.ENSP00000300151 9606.ENSP00000360850 72 0 0 317 943 900 130 996
9606.ENSP00000300151 9606.ENSP00000245539 93 0 0 616 986 900 466 999
9606.ENSP00000300151 9606.ENSP00000361084 0 0 0 498 966 900 188 998
9606.ENSP00000300151 9606.ENSP00000279242 0 0 0 139 943 900 0 994
9606.ENSP00000300151 9606.ENSP00000272418 93 0 0 535 943 900 695 999
9606.ENSP00000300151 9606.ENSP00000306548 93 0 0 492 991 900 167 999
9606.ENSP00000300151 9606.ENSP00000354086 0 0 0 218 937 900 382 996
9606.ENSP00000300151 9606.ENSP00000360498 0 0 0 194 978 900 0 998
9606.ENSP00000300249 9606.ENSP00000264156 0 0 0 112 990 0 83 991
9606.ENSP00000300291 9606.ENSP00000266679 0 0 0 599 993 900 960 999
9606.ENSP00000300291 9606.ENSP00000345412 0 0 0 138 983 900 829 999
9606.ENSP00000300305 9606.ENSP00000415151 0 0 0 61 974 900 611 998
9606.ENSP00000300305 9606.ENSP00000376436 0 0 0 84 960 0 344 974
9606.ENSP00000300403 9606.ENSP00000216911 0 0 0 952 982 900 886 999
9606.ENSP00000300413 9606.ENSP00000356541 0 0 0 395 974 900 242 998
9606.ENSP00000300413 9606.ENSP00000249299 0 0 0 680 980 900 666 999
9606.ENSP00000300413 9606.ENSP00000243563 0 0 0 408 947 900 598 998
9606.ENSP00000300413 9606.ENSP00000315379 0 0 0 95 986 900 288 999
9606.ENSP00000300413 9606.ENSP00000460348 0 0 0 201 991 900 598 999
9606.ENSP00000300413 9606.ENSP00000227524 0 0 0 493 990 900 322 999
9606.ENSP00000300413 9606.ENSP00000297151 0 0 0 63 941 900 274 995
9606.ENSP00000300413 9606.ENSP00000305790 0 0 0 249 973 900 527 998
9606.ENSP00000300413 9606.ENSP00000199814 0 0 0 76 960 900 115 996
9606.ENSP00000300413 9606.ENSP00000269601 0 0 0 294 960 900 233 997
9606.ENSP00000300413 9606.ENSP00000387006 0 0 0 122 923 900 326 994
9606.ENSP00000300413 9606.ENSP00000410758 0 0 0 534 960 900 606 999
9606.ENSP00000300413 9606.ENSP00000262415 0 0 0 74 945 900 271 995
9606.ENSP00000300413 9606.ENSP00000440222 0 0 0 62 938 540 73 972
9606.ENSP00000300413 9606.ENSP00000362803 0 0 0 346 960 900 113 997
9606.ENSP00000300413 9606.ENSP00000335321 0 0 0 183 977 900 434 998
9606.ENSP00000300413 9606.ENSP00000267812 0 0 0 251 960 0 173 973
9606.ENSP00000300413 9606.ENSP00000382972 0 0 0 750 904 900 787 999
9606.ENSP00000300413 9606.ENSP00000342374 0 0 0 975 994 900 956 999
9606.ENSP00000300413 9606.ENSP00000400591 0 0 0 979 993 900 895 999
9606.ENSP00000300413 9606.ENSP00000216252 0 0 0 876 960 900 98 999
9606.ENSP00000300413 9606.ENSP00000370083 0 0 0 254 972 900 489 998
9606.ENSP00000300413 9606.ENSP00000324122 0 0 0 63 991 900 259 999
9606.ENSP00000300413 9606.ENSP00000308533 0 0 0 217 975 900 715 999
9606.ENSP00000300413 9606.ENSP00000274712 0 0 0 246 960 540 196 987
9606.ENSP00000300413 9606.ENSP00000266079 0 0 0 181 993 900 234 999
9606.ENSP00000300413 9606.ENSP00000469468 0 0 0 371 960 900 228 997
9606.ENSP00000300413 9606.ENSP00000215829 0 0 0 965 994 900 240 999
9606.ENSP00000300413 9606.ENSP00000360532 0 0 0 115 977 900 419 998
9606.ENSP00000300413 9606.ENSP00000412566 0 0 0 800 992 900 831 999
9606.ENSP00000300413 9606.ENSP00000475615 0 0 0 114 960 900 129 996
9606.ENSP00000300413 9606.ENSP00000312981 0 0 0 77 909 900 451 994
9606.ENSP00000300413 9606.ENSP00000306614 0 0 0 724 960 900 58 998
9606.ENSP00000300413 9606.ENSP00000358554 0 0 0 329 966 900 210 997
9606.ENSP00000300413 9606.ENSP00000392094 0 0 0 440 990 900 699 999
9606.ENSP00000300413 9606.ENSP00000370119 0 0 0 207 972 900 497 998
9606.ENSP00000300413 9606.ENSP00000357928 0 0 0 133 958 900 657 998
9606.ENSP00000300413 9606.ENSP00000269349 0 0 0 361 911 900 110 994
9606.ENSP00000300413 9606.ENSP00000424417 0 0 0 122 954 900 260 996
9606.ENSP00000300413 9606.ENSP00000422392 0 0 0 353 989 900 689 999
9606.ENSP00000300413 9606.ENSP00000383949 0 0 0 524 960 900 356 998
9606.ENSP00000300413 9606.ENSP00000254193 0 0 0 426 994 900 638 999
9606.ENSP00000300413 9606.ENSP00000317123 0 0 0 184 991 900 565 999
9606.ENSP00000300413 9606.ENSP00000156471 0 0 0 61 943 900 318 995
9606.ENSP00000300413 9606.ENSP00000272348 0 0 0 977 981 900 807 999
9606.ENSP00000300413 9606.ENSP00000221494 0 0 0 158 980 900 425 998
9606.ENSP00000300413 9606.ENSP00000302160 0 0 0 875 979 900 863 999
9606.ENSP00000300413 9606.ENSP00000310723 0 0 0 161 992 900 199 999
9606.ENSP00000300413 9606.ENSP00000463058 0 0 0 709 960 900 98 998
9606.ENSP00000300413 9606.ENSP00000310448 0 0 0 76 978 900 247 998
9606.ENSP00000300413 9606.ENSP00000266735 0 0 0 979 993 900 763 999
9606.ENSP00000300413 9606.ENSP00000472998 0 0 0 630 991 900 761 999
9606.ENSP00000300413 9606.ENSP00000351137 0 0 0 99 956 900 431 997
9606.ENSP00000300413 9606.ENSP00000263694 0 0 0 328 984 900 66 998
9606.ENSP00000300413 9606.ENSP00000252622 0 0 0 347 975 900 700 999
9606.ENSP00000300413 9606.ENSP00000293872 0 0 0 62 955 540 204 982
9606.ENSP00000300413 9606.ENSP00000366557 0 0 0 86 957 900 178 996
9606.ENSP00000300413 9606.ENSP00000257181 0 0 0 113 960 900 206 996
9606.ENSP00000300413 9606.ENSP00000246071 0 0 0 635 947 900 578 999
9606.ENSP00000300413 9606.ENSP00000380336 0 0 0 322 960 540 155 988
9606.ENSP00000300413 9606.ENSP00000261531 0 0 0 103 957 900 404 997
9606.ENSP00000300413 9606.ENSP00000386023 0 0 0 144 960 900 399 997
9606.ENSP00000300413 9606.ENSP00000364813 0 0 0 697 986 900 802 999
9606.ENSP00000300574 9606.ENSP00000264033 0 0 0 42 905 900 600 995
9606.ENSP00000300574 9606.ENSP00000361423 0 0 0 62 974 800 390 996
9606.ENSP00000300648 9606.ENSP00000360532 0 0 0 90 980 0 0 981
9606.ENSP00000300651 9606.ENSP00000362361 0 0 0 100 993 0 181 994
9606.ENSP00000300651 9606.ENSP00000355094 0 0 0 84 993 0 0 993
9606.ENSP00000300651 9606.ENSP00000377686 0 0 0 138 993 900 657 999
9606.ENSP00000300651 9606.ENSP00000297347 0 0 0 184 993 900 548 999
9606.ENSP00000300651 9606.ENSP00000263205 0 0 0 171 993 900 687 999
9606.ENSP00000300651 9606.ENSP00000325612 0 0 0 93 993 900 497 999
9606.ENSP00000300651 9606.ENSP00000326767 0 0 0 184 993 900 451 999
9606.ENSP00000300651 9606.ENSP00000360515 0 0 0 0 993 0 0 993
9606.ENSP00000300651 9606.ENSP00000237380 0 0 0 0 993 900 230 999
9606.ENSP00000300651 9606.ENSP00000428982 0 0 0 64 993 900 692 999
9606.ENSP00000300651 9606.ENSP00000224950 0 0 0 0 993 0 0 993
9606.ENSP00000300651 9606.ENSP00000357047 0 0 0 202 993 900 643 999
9606.ENSP00000300651 9606.ENSP00000265350 0 0 0 67 993 900 302 999
9606.ENSP00000300651 9606.ENSP00000282007 0 0 0 171 993 0 0 993
9606.ENSP00000300651 9606.ENSP00000323720 0 0 0 180 993 900 828 999
9606.ENSP00000300651 9606.ENSP00000314343 0 0 0 0 993 900 228 999
9606.ENSP00000300651 9606.ENSP00000481920 0 0 0 0 993 900 731 999
9606.ENSP00000300651 9606.ENSP00000482438 0 0 0 103 993 900 388 999
9606.ENSP00000300651 9606.ENSP00000362948 0 0 0 88 993 900 544 999
9606.ENSP00000300651 9606.ENSP00000337340 0 0 0 61 994 900 539 999
9606.ENSP00000300651 9606.ENSP00000478303 0 0 0 47 993 0 0 993
9606.ENSP00000300651 9606.ENSP00000290663 0 0 0 0 993 900 492 999
9606.ENSP00000300651 9606.ENSP00000357907 0 0 0 0 993 900 426 999
9606.ENSP00000300651 9606.ENSP00000225916 0 0 0 63 993 0 49 993
9606.ENSP00000300651 9606.ENSP00000292035 0 0 0 147 993 900 641 999
9606.ENSP00000300651 9606.ENSP00000380888 0 0 0 231 993 900 577 999
9606.ENSP00000300651 9606.ENSP00000258648 0 0 0 230 993 900 663 999
9606.ENSP00000300651 9606.ENSP00000251871 0 0 0 232 993 900 711 999
9606.ENSP00000300651 9606.ENSP00000479618 0 0 0 0 993 0 222 994
9606.ENSP00000300651 9606.ENSP00000363193 0 0 0 195 993 900 785 999
9606.ENSP00000300651 9606.ENSP00000261884 0 0 0 42 993 0 694 997
9606.ENSP00000300651 9606.ENSP00000336750 0 0 0 0 993 0 0 993
9606.ENSP00000300659 9606.ENSP00000378974 0 0 0 57 972 800 646 997
9606.ENSP00000300688 9606.ENSP00000358737 0 0 0 917 997 900 759 999
9606.ENSP00000300688 9606.ENSP00000290299 0 0 0 769 940 900 663 999
9606.ENSP00000300688 9606.ENSP00000262030 0 0 0 592 920 900 617 998
9606.ENSP00000300688 9606.ENSP00000381736 0 0 0 388 949 900 598 998
9606.ENSP00000300688 9606.ENSP00000306003 0 0 0 838 962 900 732 999
9606.ENSP00000300688 9606.ENSP00000301587 0 0 0 909 939 900 653 999
9606.ENSP00000300688 9606.ENSP00000215375 0 0 0 854 945 900 624 999
